1	1	N-	----NSF-	13442	Βίβλος	βιβλος	βιβλος	βίβλος	Bi/bloj	bibloj	bibloj	bi/bloj			
2	4	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
2	4	N-	----GSM-	9538	λαοῦ	λαου	λαου	λαός	laou~	laou	laou	lao/j			
2	4	V-	3IMI-S--	636545	ἐπυνθάνετο	ἐπυνθανετο	επυνθανετο	πυνθάνομαι	e)punqa/neto	e)punqaneto	epunqaneto	punqa/nomai			
2	4	P-	--------	7	παρ	παρ	παρ	παρά	par	par	par	para/			
2	4	RP	----GPM-	13	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j			
2	4	D-	--------	8	ποῦ	που	που	ποῦ	pou~	pou	pou	pou~			
2	4	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
2	4	N-	----NSM-	9346	χριστὸς	χριστος	χριστος	Χριστός	xristo\j	xristoj	xristoj	Xristo/j			
2	4	V-	3PPI-S--	2671745	γεννᾶται	γενναται	γενναται	γεννάω	genna~tai	gennatai	gennatai	genna/w			.
2	5	RA	----NPM-	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(			
2	5	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
2	5	V-	3AAI-P--	895617	εἶπαν	εἰπαν	ειπαν	λέγω	ei~)pan	ei)pan	eipan	le/gw			
2	5	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			·
2	5	P-	--------	7	Ἐν	ἐν	εν	ἐν	E)n	e)n	en	e)n			
2	5	N-	----DSF-	13698	Βηθλέεμ	βηθλεεμ	βηθλεεμ	Βηθλέεμ	Bhqle/em	bhqleem	bhqleem	Bhqle/em			
2	5	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
2	5	N-	----GSF-	13634	Ἰουδαίας	ἰουδαιας	ιουδαιας	Ἰουδαία	I)oudai/aj	i)oudaiaj	ioudaiaj	I)oudai/a			·
2	5	D-	--------	8	οὕτως	οὑτως	ουτως	οὕτω(ς)	ou/(twj	ou(twj	outwj	ou/(twj			
2	5	C-	--------	4	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r			
2	5	V-	3XPI-S--	2673793	γέγραπται	γεγραπται	γεγραπται	γράφω	ge/graptai	gegraptai	gegraptai	gra/fw			
2	5	P-	--------	7	διὰ	δια	δια	διά	dia\	dia	dia	dia/			
2	5	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
2	5	N-	----GSM-	9538	προφήτου	προφητου	προφητου	προφήτης	profh/tou	profhtou	profhtou	profh/thj			·
2	6	C-	--------	4	Καὶ	και	και	καί	Kai\	kai	kai	kai/			
2	6	RP	----NS--	13	σύ	συ	συ	σύ	su/	su	su	su/			,
2	6	N-	----VSF-	13506	Βηθλέεμ	βηθλεεμ	βηθλεεμ	Βηθλέεμ	Bhqle/em	bhqleem	bhqleem	Bhqle/em			
2	6	N-	----VSF-	13506	γῆ	γη	γη	γῆ	gh~	gh	gh	gh~			
2	6	N-	----GSM-	9538	Ἰούδα	ἰουδα	ιουδα	Ἰούδας	I)ou/da	i)ouda	iouda	I)ou/daj			,
2	6	D-	--------	8	οὐδαμῶς	οὐδαμως	ουδαμως	οὐδαμῶς	ou)damw~j	ou)damwj	oudamwj	ou)damw~j			
2	6	A-	----NSFS	78979	ἐλαχίστη	ἐλαχιστη	ελαχιστη	ἐλάχιστος	e)laxi/sth	e)laxisth	elaxisth	e)la/xistoj			
2	6	V-	2PAI-S--	631937	εἶ	εἰ	ει	εἰμί	ei~)	ei)	ei	ei)mi/			
2	6	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
2	6	RA	----DPM-	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(			
2	6	N-	----DPM-	10114	ἡγεμόσιν	ἡγεμοσιν	ηγεμοσιν	ἡγεμών	h(gemo/sin	h(gemosin	hgemosin	h(gemw/n			
2	6	N-	----GSM-	9538	Ἰούδα	ἰουδα	ιουδα	Ἰούδας	I)ou/da	i)ouda	iouda	I)ou/daj			·
2	6	P-	--------	7	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k			
2	6	RP	----GS--	13	σοῦ	σου	σου	σύ	sou~	sou	sou	su/			
2	6	C-	--------	4	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r			
2	6	V-	3FMI-S--	637057	ἐξελεύσεται	ἐξελευσεται	εξελευσεται	ἐξέρχομαι	e)celeu/setai	e)celeusetai	eceleusetai	e)ce/rxomai			
2	6	V-	-PMPNSM-	570817	ἡγούμενος	ἡγουμενος	ηγουμενος	ἡγέομαι	h(gou/menoj	h(goumenoj	hgoumenoj	h(ge/omai			,
2	6	RR	----NSM-	14	ὅστις	ὁστις	οστις	ὅστις	o/(stij	o(stij	ostij	o/(stij			
2	6	V-	3FAI-S--	632961	ποιμανεῖ	ποιμανει	ποιμανει	ποιμαίνω	poimanei~	poimanei	poimanei	poimai/nw			
2	6	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
2	6	N-	----ASM-	9474	λαόν	λαον	λαον	λαός	lao/n	laon	laon	lao/j			
2	6	RP	----GS--	13	μου	μου	μου	ἐγώ	mou	mou	mou	e)gw/			
2	6	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
2	6	N-	----ASM-	9474	Ἰσραήλ	ἰσραηλ	ισραηλ	Ἰσραήλ	I)srah/l	i)srahl	israhl	I)srah/l			.
2	7	D-	--------	8	Τότε	τοτε	τοτε	τότε	To/te	tote	tote	to/te			
2	7	N-	----NSM-	9346	Ἡρῴδης	ἡρωδης	ηρωδης	Ἡρῴδης	H(rw/|dhj	h(rwdhj	hrwdhj	H(rw/|dhj			
2	7	D-	--------	8	λάθρᾳ	λαθρα	λαθρα	λάθρᾳ	la/qra|	laqra	laqra	la/qra|			
2	7	V-	-AAPNSM-	568257	καλέσας	καλεσας	καλεσας	καλέω	kale/saj	kalesaj	kalesaj	kale/w			
2	7	RA	----APM-	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(			
2	7	N-	----APM-	9986	μάγους	μαγους	μαγους	μάγος	ma/gouj	magouj	magouj	ma/goj			
2	7	V-	3AAI-S--	633473	ἠκρίβωσεν	ἠκριβωσεν	ηκριβωσεν	ἀκριβόω	h)kri/bwsen	h)kribwsen	hkribwsen	a)kribo/w			
2	7	P-	--------	7	παρ	παρ	παρ	παρά	par	par	par	para/			
2	7	RP	----GPM-	13	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j			
2	7	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
2	7	N-	----ASM-	9474	χρόνον	χρονον	χρονον	χρόνος	xro/non	xronon	xronon	xro/noj			
2	7	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
2	7	V-	-PMPGSM-	570817	φαινομένου	φαινομενου	φαινομενου	φαίνω	fainome/nou	fainomenou	fainomenou	fai/nw			
2	7	N-	----GSM-	9538	ἀστέρος	ἀστερος	αστερος	ἀστήρ	a)ste/roj	a)steroj	asteroj	a)sth/r			,
2	8	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	8	V-	-AAPNSM-	568257	πέμψας	πεμψας	πεμψας	πέμπω	pe/myaj	pemyaj	pemyaj	pe/mpw			
2	8	RP	----APM-	13	αὐτοὺς	αὐτους	αυτους	ἑαυτοῦ	au)tou\j	au)touj	autouj	e(autou~			
2	8	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
2	8	N-	----ASF-	13570	Βηθλέεμ	βηθλεεμ	βηθλεεμ	Βηθλέεμ	Bhqle/em	bhqleem	bhqleem	Bhqle/em			
2	8	V-	3AAI-S--	633473	εἶπεν	εἰπεν	ειπεν	λέγω	ei~)pen	ei)pen	eipen	le/gw			·
2	8	V-	-APPNPM-	5065665	Πορευθέντες	πορευθεντες	πορευθεντες	πορεύομαι	Poreuqe/ntej	poreuqentej	poreuqentej	poreu/omai			
2	8	V-	2AAD-P--	895681	ἐξετάσατε	ἐξετασατε	εξετασατε	ἐξετάζω	e)ceta/sate	e)cetasate	ecetasate	e)ceta/zw			
2	8	D-	--------	8	ἀκριβῶς	ἀκριβως	ακριβως	ἀκριβῶς	a)kribw~j	a)kribwj	akribwj	a)kribw~j			
2	8	P-	--------	7	περὶ	περι	περι	περί	peri\	peri	peri	peri/			
2	8	RA	----GSN-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
2	8	N-	----GSN-	17730	παιδίου	παιδιου	παιδιου	παιδίον	paidi/ou	paidiou	paidiou	paidi/on			·
2	8	C-	--------	4	ἐπὰν	ἐπαν	επαν	ἐπάν	e)pa\n	e)pan	epan	e)pa/n			
2	8	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
2	8	V-	2AAS-P--	895745	εὕρητε	εὑρητε	ευρητε	εὑρίσκω	eu/(rhte	eu(rhte	eurhte	eu(ri/skw			,
2	8	V-	2AAD-P--	895681	ἀπαγγείλατέ	ἀπαγγειλατε	απαγγειλατε	ἀπαγγέλλω	a)paggei/late/	a)paggeilate	apaggeilate	a)pagge/llw			
2	8	RP	----DS--	13	μοι	μοι	μοι	ἐγώ	moi	moi	moi	e)gw/			,
2	8	C-	--------	4	ὅπως	ὁπως	οπως	ὅπως	o/(pwj	o(pwj	opwj	o/(pwj			
2	8	RP	----NS--	13	κἀγὼ	κἀγω	καγω	κἀγώ	ka)gw\	ka)gw	kagw	ka)gw/			
2	8	V-	-AAPNSM-	568257	ἐλθὼν	ἐλθων	ελθων	ἔρχομαι	e)lqw\n	e)lqwn	elqwn	e/)rxomai			
2	8	V-	1AAS-S--	600833	προσκυνήσω	προσκυνησω	προσκυνησω	προσκυνέω	proskunh/sw	proskunhsw	proskunhsw	proskune/w			
2	8	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			.
2	9	RA	----NPM-	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(			
2	9	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
2	9	V-	-AAPNPM-	830401	ἀκούσαντες	ἀκουσαντες	ακουσαντες	ἀκούω	a)kou/santej	a)kousantej	akousantej	a)kou/w			
2	9	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
2	9	N-	----GSM-	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basile/wj	basilewj	basilewj	basileu/j			
2	9	V-	3API-P--	2935425	ἐπορεύθησαν	ἐπορευθησαν	επορευθησαν	πορεύομαι	e)poreu/qhsan	e)poreuqhsan	eporeuqhsan	poreu/omai			,
2	9	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	9	X-	--------	5	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou\	i)dou	idou	i)dou/			
2	9	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
2	9	N-	----NSM-	9346	ἀστὴρ	ἀστηρ	αστηρ	ἀστήρ	a)sth\r	a)sthr	asthr	a)sth/r			
2	9	RR	----ASM-	14	ὃν	ὁν	ον	ὅς	o\(n	o(n	on	o/(j			
2	9	V-	3AAI-P--	895617	εἶδον	εἰδον	ειδον	ὁράω	ei~)don	ei)don	eidon	o(ra/w			
2	9	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
2	9	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
2	9	N-	----DSF-	13698	ἀνατολῇ	ἀνατολη	ανατολη	ἀνατολή	a)natolh~|	a)natolh	anatolh	a)natolh/			
2	9	V-	3IAI-S--	632449	προῆγεν	προηγεν	προηγεν	προάγω	proh~gen	prohgen	prohgen	proa/gw			
2	9	RP	----APM-	13	αὐτούς	αὐτους	αυτους	ἑαυτοῦ	au)tou/j	au)touj	autouj	e(autou~			,
2	9	C-	--------	4	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj			
2	9	V-	-AAPNSM-	568257	ἐλθὼν	ἐλθων	ελθων	ἔρχομαι	e)lqw\n	e)lqwn	elqwn	e/)rxomai			
2	9	V-	3API-S--	2673281	ἐστάθη	ἐσταθη	εσταθη	ἵστημι	e)sta/qh	e)staqh	estaqh	i/(sthmi			
2	9	P-	--------	7	ἐπάνω	ἐπανω	επανω	ἐπάνω	e)pa/nw	e)panw	epanw	e)pa/nw			
2	9	D-	--------	8	οὗ	οὑ	ου	οὗ	ou~(	ou(	ou	ou~(			
2	9	V-	3IAI-S--	632449	ἦν	ἠν	ην	εἰμί	h~)n	h)n	hn	ei)mi/			
2	9	RA	----NSN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
2	9	N-	----NSN-	17538	παιδίον	παιδιον	παιδιον	παιδίον	paidi/on	paidion	paidion	paidi/on			.
2	10	V-	-AAPNPM-	830401	ἰδόντες	ἰδοντες	ιδοντες	ὁράω	i)do/ntej	i)dontej	idontej	o(ra/w			
2	10	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
2	10	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
2	10	N-	----ASM-	9474	ἀστέρα	ἀστερα	αστερα	ἀστήρ	a)ste/ra	a)stera	astera	a)sth/r			
2	10	V-	3API-P--	2935425	ἐχάρησαν	ἐχαρησαν	εχαρησαν	χαίρω	e)xa/rhsan	e)xarhsan	exarhsan	xai/rw			
2	10	N-	----ASF-	13570	χαρὰν	χαραν	χαραν	χαρά	xara\n	xaran	xaran	xara/			
2	10	A-	----ASF-	13571	μεγάλην	μεγαλην	μεγαλην	μέγας	mega/lhn	megalhn	megalhn	me/gaj			
2	10	D-	--------	8	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra	sfodra	sfodra	sfo/dra			.
2	11	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	11	V-	-AAPNPM-	830401	ἐλθόντες	ἐλθοντες	ελθοντες	ἔρχομαι	e)lqo/ntej	e)lqontej	elqontej	e/)rxomai			
2	11	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
2	11	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
2	11	N-	----ASF-	13570	οἰκίαν	οἰκιαν	οικιαν	οἰκία	oi)ki/an	oi)kian	oikian	oi)ki/a			
2	11	V-	3AAI-P--	895617	εἶδον	εἰδον	ειδον	ὁράω	ei~)don	ei)don	eidon	o(ra/w			
2	11	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
2	11	N-	----ASN-	17666	παιδίον	παιδιον	παιδιον	παιδίον	paidi/on	paidion	paidion	paidi/on			
2	11	P-	--------	7	μετὰ	μετα	μετα	μετά	meta\	meta	meta	meta/			
2	11	N-	----GSF-	13634	Μαρίας	μαριας	μαριας	Μαρία	Mari/aj	mariaj	mariaj	Mari/a			
2	11	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
2	11	N-	----GSF-	13634	μητρὸς	μητρος	μητρος	μήτηρ	mhtro\j	mhtroj	mhtroj	mh/thr			
2	11	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			,
2	11	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	11	V-	-AAPNPM-	830401	πεσόντες	πεσοντες	πεσοντες	πίπτω	peso/ntej	pesontej	pesontej	pi/ptw			
2	11	V-	3AAI-P--	895617	προσεκύνησαν	προσεκυνησαν	προσεκυνησαν	προσκυνέω	proseku/nhsan	prosekunhsan	prosekunhsan	proskune/w			
2	11	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			,
2	11	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	11	V-	-AAPNPM-	830401	ἀνοίξαντες	ἀνοιξαντες	ανοιξαντες	ἀνοίγω	a)noi/cantej	a)noicantej	anoicantej	a)noi/gw			
2	11	RA	----APM-	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(			
2	11	N-	----APM-	9986	θησαυροὺς	θησαυρους	θησαυρους	θησαυρός	qhsaurou\j	qhsaurouj	qhsaurouj	qhsauro/j			
2	11	RP	----GPM-	13	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j			
2	11	V-	3AAI-P--	895617	προσήνεγκαν	προσηνεγκαν	προσηνεγκαν	προσφέρω	prosh/negkan	proshnegkan	proshnegkan	prosfe/rw			
2	11	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			
2	11	N-	----APN-	18178	δῶρα	δωρα	δωρα	δῶρον	dw~ra	dwra	dwra	dw~ron			,
2	11	N-	----ASM-	9474	χρυσὸν	χρυσον	χρυσον	χρυσός	xruso\n	xruson	xruson	xruso/j			
2	11	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	11	N-	----ASM-	9474	λίβανον	λιβανον	λιβανον	λίβανος	li/banon	libanon	libanon	li/banoj			
2	11	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	11	N-	----ASF-	13570	σμύρναν	σμυρναν	σμυρναν	σμύρνα	smu/rnan	smurnan	smurnan	smu/rna			.
2	12	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	12	V-	-APPNPM-	5065665	χρηματισθέντες	χρηματισθεντες	χρηματισθεντες	χρηματίζω	xrhmatisqe/ntej	xrhmatisqentej	xrhmatisqentej	xrhmati/zw			
2	12	P-	--------	7	κατ	κατ	κατ	κατά	kat	kat	kat	kata/			
2	12	N-	----ASN-	17666	ὄναρ	ὀναρ	οναρ	ὄναρ	o/)nar	o)nar	onar	o/)nar			
2	12	D-	--------	8	μὴ	μη	μη	μή	mh\	mh	mh	mh/			
2	12	V-	-AAN----	306049	ἀνακάμψαι	ἀνακαμψαι	ανακαμψαι	ἀνακάμπτω	a)naka/myai	a)nakamyai	anakamyai	a)naka/mptw			
2	12	P-	--------	7	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j			
2	12	N-	----ASM-	9474	Ἡρῴδην	ἡρωδην	ηρωδην	Ἡρῴδης	H(rw/|dhn	h(rwdhn	hrwdhn	H(rw/|dhj			
2	12	P-	--------	7	δι	δι	δι	διά	di	di	di	dia/			
2	12	A-	----GSF-	13635	ἄλλης	ἀλλης	αλλης	ἄλλος	a/)llhj	a)llhj	allhj	a/)lloj			
2	12	N-	----GSF-	13634	ὁδοῦ	ὁδου	οδου	ὁδός	o(dou~	o(dou	odou	o(do/j			
2	12	V-	3AAI-P--	895617	ἀνεχώρησαν	ἀνεχωρησαν	ανεχωρησαν	ἀναχωρέω	a)nexw/rhsan	a)nexwrhsan	anexwrhsan	a)naxwre/w			
2	12	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
2	12	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
2	12	N-	----ASF-	13570	χώραν	χωραν	χωραν	χώρα	xw/ran	xwran	xwran	xw/ra			
2	12	RP	----GPM-	13	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j			.
2	13	V-	-AAPGPM-	830401	Ἀναχωρησάντων	ἀναχωρησαντων	αναχωρησαντων	ἀναχωρέω	A)naxwrhsa/ntwn	a)naxwrhsantwn	anaxwrhsantwn	a)naxwre/w			
2	13	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
2	13	RP	----GPM-	13	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j			
2	13	X-	--------	5	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou\	i)dou	idou	i)dou/			
2	13	N-	----NSM-	9346	ἄγγελος	ἀγγελος	αγγελος	ἄγγελος	a/)ggeloj	a)ggeloj	aggeloj	a/)ggeloj			
2	13	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj			
2	13	V-	3PMI-S--	636033	φαίνεται	φαινεται	φαινεται	φαίνω	fai/netai	fainetai	fainetai	fai/nw			
2	13	P-	--------	7	κατ	κατ	κατ	κατά	kat	kat	kat	kata/			
2	13	N-	----ASN-	17666	ὄναρ	ὀναρ	οναρ	ὄναρ	o/)nar	o)nar	onar	o/)nar			
2	13	RA	----DSM-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
2	13	N-	----DSM-	9602	Ἰωσὴφ	ἰωσηφ	ιωσηφ	Ἰωσήφ	I)wsh\f	i)wshf	iwshf	I)wsh/f			
2	13	V-	-PAPNSM-	566721	λέγων	λεγων	λεγων	λέγω	le/gwn	legwn	legwn	le/gw			·
2	13	V-	-APPNSM-	4803521	Ἐγερθεὶς	ἐγερθεις	εγερθεις	ἐγείρω	E)gerqei\j	e)gerqeij	egerqeij	e)gei/rw			
2	13	V-	2AAD-S--	633537	παράλαβε	παραλαβε	παραλαβε	παραλαμβάνω	para/labe	paralabe	paralabe	paralamba/nw			
2	13	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
2	13	N-	----ASN-	17666	παιδίον	παιδιον	παιδιον	παιδίον	paidi/on	paidion	paidion	paidi/on			
2	13	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	13	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
2	13	N-	----ASF-	13570	μητέρα	μητερα	μητερα	μήτηρ	mhte/ra	mhtera	mhtera	mh/thr			
2	13	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
2	13	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	13	V-	2PAD-S--	632001	φεῦγε	φευγε	φευγε	φεύγω	feu~ge	feuge	feuge	feu/gw			
2	13	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
2	13	N-	----ASF-	13570	Αἴγυπτον	αἰγυπτον	αιγυπτον	Αἴγυπτος	Ai/)gupton	ai)gupton	aigupton	Ai/)guptoj			,
2	13	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	13	V-	2PAD-S--	632001	ἴσθι	ἰσθι	ισθι	εἰμί	i/)sqi	i)sqi	isqi	ei)mi/			
2	13	D-	--------	8	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei~	e)kei	ekei	e)kei~			
2	13	C-	--------	4	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj			
2	13	X-	--------	5	ἂν	ἀν	αν	ἄν	a\)n	a)n	an	a/)n			
2	13	V-	1AAS-S--	600833	εἴπω	εἰπω	ειπω	λέγω	ei/)pw	ei)pw	eipw	le/gw			
2	13	RP	----DS--	13	σοι	σοι	σοι	σύ	soi	soi	soi	su/			·
2	13	V-	3PAI-S--	631937	μέλλει	μελλει	μελλει	μέλλω	me/llei	mellei	mellei	me/llw			
2	13	C-	--------	4	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r			
2	13	N-	----NSM-	9346	Ἡρῴδης	ἡρωδης	ηρωδης	Ἡρῴδης	H(rw/|dhj	h(rwdhj	hrwdhj	H(rw/|dhj			
2	13	V-	-PAN----	304513	ζητεῖν	ζητειν	ζητειν	ζητέω	zhtei~n	zhtein	zhtein	zhte/w			
2	13	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
2	13	N-	----ASN-	17666	παιδίον	παιδιον	παιδιον	παιδίον	paidi/on	paidion	paidion	paidi/on			
2	13	RA	----GSN-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
2	13	V-	-AAN----	306049	ἀπολέσαι	ἀπολεσαι	απολεσαι	ἀπόλλυμι	a)pole/sai	a)polesai	apolesai	a)po/llumi			
2	13	RP	----ASN-	13	αὐτό	αὐτο	αυτο	αὐτός	au)to/	au)to	auto	au)to/j			.
2	14	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
2	14	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
2	14	V-	-APPNSM-	4803521	ἐγερθεὶς	ἐγερθεις	εγερθεις	ἐγείρω	e)gerqei\j	e)gerqeij	egerqeij	e)gei/rw			
2	14	V-	3AAI-S--	633473	παρέλαβε	παρελαβε	παρελαβε	παραλαμβάνω	pare/labe	parelabe	parelabe	paralamba/nw			
2	14	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
2	14	N-	----ASN-	17666	παιδίον	παιδιον	παιδιον	παιδίον	paidi/on	paidion	paidion	paidi/on			
2	14	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	14	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
2	14	N-	----ASF-	13570	μητέρα	μητερα	μητερα	μήτηρ	mhte/ra	mhtera	mhtera	mh/thr			
2	14	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
2	14	N-	----GSF-	13634	νυκτὸς	νυκτος	νυκτος	νύξ	nukto\j	nuktoj	nuktoj	nu/c			
2	14	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	14	V-	3AAI-S--	633473	ἀνεχώρησεν	ἀνεχωρησεν	ανεχωρησεν	ἀναχωρέω	a)nexw/rhsen	a)nexwrhsen	anexwrhsen	a)naxwre/w			
2	14	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
2	14	N-	----ASF-	13570	Αἴγυπτον	αἰγυπτον	αιγυπτον	Αἴγυπτος	Ai/)gupton	ai)gupton	aigupton	Ai/)guptoj			,
2	15	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
2	15	V-	3IAI-S--	632449	ἦν	ἠν	ην	εἰμί	h~)n	h)n	hn	ei)mi/			
2	15	D-	--------	8	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei~	e)kei	ekei	e)kei~			
2	15	P-	--------	7	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj			
2	15	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
2	15	N-	----GSF-	13634	τελευτῆς	τελευτης	τελευτης	τελευτή	teleuth~j	teleuthj	teleuthj	teleuth/			
2	15	N-	----GSM-	9538	Ἡρῴδου	ἡρωδου	ηρωδου	Ἡρῴδης	H(rw/|dou	h(rwdou	hrwdou	H(rw/|dhj			·
2	15	C-	--------	4	ἵνα	ἱνα	ινα	ἵνα	i/(na	i(na	ina	i/(na			
2	15	V-	3APS-S--	2673409	πληρωθῇ	πληρωθη	πληρωθη	πληρόω	plhrwqh~|	plhrwqh	plhrwqh	plhro/w			
2	15	RA	----NSN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
2	15	V-	-APPNSN-	8997825	ῥηθὲν	ῥηθεν	ρηθεν	λέγω	r(hqe\n	r(hqen	rhqen	le/gw			
2	15	P-	--------	7	ὑπὸ	ὑπο	υπο	ὑπό	u(po\	u(po	upo	u(po/			
2	15	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj			
2	15	P-	--------	7	διὰ	δια	δια	διά	dia\	dia	dia	dia/			
